LogID,Symptom,Issue,Resolution
116344,Version # (if applicable): 56523 IsScrapBin (please indicate for FSA issue): Report/UI: Supply Demand Summary Report & RRS Report & Limiter Chart by VGG Item(s)/ItemGroup(s)/Location(s): Problem Description: Cannot find limiter of CPU MB: LNL M442 DRAM attach 2x16GB in W20/W21,Cannot find limiter of CPU MB: LNL M442 DRAM attach 2x16GB in W20/W21,This prod is constrained by STHm mail tool in ww20/21.
116347,Version # (if applicable): 36567 Report/UI: Management Summary report Item(s)/ItemGroup(s)/Location(s): DG2 FC-BGA16F B-1 BXD-BOM P2 4 MB Problem Description: Incorrect POR schedule. Should be 0 across horizon,Incorrect POR schedule. Should be 0 across horizon,The data looks good as confirmed by the user so closing the ticket. -\n Update from SPAN - There was a Solve Group setup issue with one of the parameters because of which the data was getting filtered. Please refresh the span data from your side. -\n The product is missing from SPAN so escalated to them for the investigation. -\n 
116362,Version # (if applicable): 36533 IsScrapBin (please indicate for FSA issue): Report/UI: Resource Requirement Summary Report(All) Item(s)/ItemGroup(s)/Location(s): STHn/HSXa Problem Description: Missing Requirement (rounded) data,Missing Requirement (rounded) data,User changed columns  0 for those 2 tools some time ago. And the report do have a multiplication logic with column value so when the column value is ZERO the rounded quantity will be zero.
116363,"Problem Description: BODS job which pulls ATMPS version Header details to Hana is failing with error 'The EXECUTE permission was denied on the object 'UspPublishSAPVersion', database 'BenzeneNextGenATMPS' server detailatcrsqlprod.intel.com,1433 This job is scheduled Hourly and started failing from 18th Feb 2025 11:30 PM PST, PFA job error log and DS job failure snapshot ATMPS source function/Table nameUspPublishSAPVersion Note:since it is impacting Production data and version details will not be updated unless this job gets completes, so kindly treat this as high priority.","BODS job which pulls ATMPS version Header details to Hana is failing with error 'The EXECUTE permission was denied on the object 'UspPublishSAPVersion', database 'BenzeneNextGenATMPS' server detailatcrsqlprod.intel.com,1433 This job is scheduled Hourly and started failing from 18th Feb 2025 11:30 PM PST, PFA job error log and DS job failure snapshot ATMPS source function/Table nameUspPublishSAPVersion Note:since it is impacting Production data and version details will not be updated unless this job gets completes, so kindly treat this as high priority.","Hi Purushottam, Please try to pull again.  closing after confirmation from user"
116369,"Version # (if applicable): any IsScrapBin (please indicate for FSA issue): Report/UI: Copy Capacity version parameters Item(s)/ItemGroup(s)/Location(s): Problem Description: User can not copy parameter from version to version for ""Response to Cap target"" & ""Cap target to Cap target""","User can not copy parameter from version to version for ""Response to Cap target"" & ""Cap target to Cap target"""," User clear cap target in new version and re run the copy , fixed issue."
116387,Version # (if applicable): 14444 IsScrapBin (please indicate for FSA issue): Report/UI: xTO Publication Report Item(s)/ItemGroup(s)/Location(s): Problem Description: Need help to check on BOH data for FALCON MESA- 52/520 IPN: M41071-001 that was published to SPAN and xTO. seeing a gap. xTO captured 1.2ku while Mapps is showing 5.8ku.,Need help to check on BOH data for FALCON MESA- 52/520 IPN: M41071-001 that was published to SPAN and xTO. seeing a gap. xTO captured 1.2ku while Mapps is showing 5.8ku.,
116396,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: PSI ratio & EUPH Item(s)/ItemGroup(s)/Location(s): TGL U42 NEX (XXL): Client,Mobile,TGL U42,MOR,SDP,4,1449,FC-BGA16F,12,MB,45.5x25,Tiger Lake U 4+2,REV,XXL,UT::212255 RPL P282 NEX (BHL): Client,Mobile,RPL P 2C+8A eTemp,MOR,9,SCY,10,1744,FC-BGA16F,12,MB,50x25,Raptorlake P 2+8+2 Refresh,REV,BHL,NEX::238704 Problem Description: Why Item TGL U42 NEX (XXL), operation: TEST_MPS, L2: HXVab has PSI ratio  0, EUPH 9999 caused solve fail while RPL P282 NEX (BHL) has same set up but not trigger fail. What is expected set up from MCS?","Why Item TGL U42 NEX (XXL), operation: TEST_MPS, L2: HXVab has PSI ratio  0, EUPH 9999 caused solve fail while RPL P282 NEX (BHL) has same set up but not trigger fail. What is expected set up from MCS?","Hi Vy RPL EUPH is 9999999 while TGL is not. By right it should not be zero, as long as itâ€™s using the PSIG with valid EUPH, the PSI ratio cannot be zero."
116407,Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): PG8_VGG_TCBj Vanguard item missing ARL H.. Vanguard item code #258904 and #258904_dup1 Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,,
116425,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Data Fallout Capacity Report Item(s)/ItemGroup(s)/Location(s): Fallout category: PSIG/PSI/PSICapGroup/PSICapGroupGroup Problem Description: PSICapGroup->HDM_AP_DKM_Frisco Lake Auto_ Test_ FCX NSM + USD should equal to 2.5 not 3 NSM+USD should,PSICapGroup->HDM_AP_DKM_Frisco Lake Auto_ Test_ FCX NSM + USD should equal to 2.5 not 3 NSM+USD should,"  The NSM + USD value is equals to 3 due to the sum value is being rounded up to the nearest integer multiple. Hence, the value is reflecting as 3. - User requested for logic enhancement whereby will be further discussed with PO."
116426,"Version # (if applicable): V36633 IsScrapBin (please indicate for FSA issue): Running ARL H S6, but look like it not constrain for STH_MB_ITEMS_ARL H 6C +8A +GT2.. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Checking that is no VGG capacity in the VGG Capacity Group Capacity UI.. Trade Ratio that is nothing showing 1 (baseline) Need help to check",Checking that is no VGG capacity in the VGG Capacity Group Capacity UI.. Trade Ratio that is nothing showing 1 (baseline) Need help to check, Fix the VGG CapGroup capacity and trade ratio generation
116436,Version # (if applicable): 36609 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter chart report Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: Found different number copy over when we copy site response (POR version 36608) to site version (V36609) - For Cayman Point product,Found different number copy over when we copy site response (POR version 36608) to site version (V36609) - For Cayman Point product,"v36609 is copied from v36589 and Site Response is copied from W36567 to SiteSplit v36589 v36567 Total SiteResponse  309.36 | v36589 Total SiteSplit  309.36 So V36589 site split is equal to V36567 site response. MP Loading SiteResponse is showing different value than Limiter Chart Site Response. MP Loading has different calculation and it depends on OFG Item mapping. which is missing for one ItemGroup (CAYMAN POINT FCBGAEXAD B-0 CMT-BOM 44 - -) This product is no more in use but it is still have mapping for Vanguard Item - IFS,Server,CAYMAN POINT,ASSY 2-TEST-FINISH,1MGY,6300,FCBGAEXAD,87.5x72.5,Cayman Point (with EMIB 2.0),REV,ASSY ONLY::277347 VGG - KM5_VGG_HDM_TIU_BP_CX1 After this mapping removal data looks correct and user confirmed for pool closure."
116437,"Version # (if applicable): V36548 IsScrapBin (please indicate for FSA issue): PG8_xTO_FP_TSXb W12 -0.5ku put in the VGG capacity group capacity UI, but when it publish to xTO shown us 0.852.. If 0.5ku / (assy yield*Test yield * Finish yield), is should be 0.5/ (0.987*0.5948*0.9742) equal to 0.8742 Difference by 0.022unit.. Need to understand on the any mistake on my calculation. No urgent. Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",,"Clarification: User have mentioned Finish Yield as 0.9742, But Finish yield considered for calculation as 1. for Standard Item ""FALCON PARK-8 FC-BGA17N B-0 JSB-BOM T5 - -_TEST"" and VG ID - 238572. User confirmed for pool closure."
116457,Version # (if applicable): 36654 & 36670 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): Problem Description: all VGG that pick ADL P682 non UV/UX as standard item cannot generate VGG Too manual to fix 1 by 1. Need help check,all VGG that pick ADL P682 non UV/UX as standard item cannot generate VGG Too manual to fix 1 by 1. Need help check," Since the PSICapGroup already group to PSICapGroupGroup , so vgg capacity and trade ratio will be generate for PSICapGroupGroup VGG cap group"
116458,"Version # (if applicable): V36669 IsScrapBin (please indicate for FSA issue): FP82 Assy-Test WW18 already overcapacity Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: HXVab_FP82_84_88, inventory only have 8/30 0.26667 but system commit over 0.4667 Need help to check why didnot constrain at HDM_TIU_ITEMS_FPK82_84_88","HXVab_FP82_84_88, inventory only have 8/30 0.26667 but system commit over 0.4667 Need help to check why didnot constrain at HDM_TIU_ITEMS_FPK82_84_88",VGG Trade Ratio and Capacity is not getting generated for VGG of PSICapGroupGroup. VGG data generation for PSICapGroupGroup changes are deployed to Prod. VGG Data (Trade Ratio and Capacity) showing now for PSICapGroupGroups.
116459,"Version # (if applicable): V36669 IsScrapBin (please indicate for FSA issue): FP 81 Finish W22 got PC cannot response as PC.. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Based on the Assy -Test i having 0.217 yield off, i should able to response FP81 Finish at least 0.16","Based on the Assy -Test i having 0.217 yield off, i should able to response FP81 Finish at least 0.16"," This prod is turned on with linearization, after linearized, ww22 sitesplit becomes only 0.05, site response build more than 0.05 is to pull in support ww23 and ww24. But ww25 cannot be pulled in since CTO prod only allows 2 weeks pull in. Maybe you can turn off the linearize for this prod and rerun solve."
116460,"Version # (if applicable): 36670 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): Client,Mobile,RPL P 6C+8A+GT2 eTemp,MOR,9,SCY,14,1744,FC-BGA16F,24,MB,50x25,Raptorlake H 6+8+2 Refresh,REV,BGN,NEX::238702 Problem Description: Capused under SS_VGG_HDM_TIU_BB_CTA 2.4 for listed item is significant high while its capacity  0",Capused under SS_VGG_HDM_TIU_BB_CTA 2.4 for listed item is significant high while its capacity  0, VGG data not generated for HMVbb due to std item not valid. user fixed.
116462,"Version # (if applicable): #36676 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: ""CPU DT: RPL S8161 R UV/UX"" shows EPX as 1st limiter in W12/13, The user checks that the VGG used is fully utilized, but the RRS report shows that it still has excess. Pls help to check what the real limiter is for W12/Q13. Thanks.","""CPU DT: RPL S8161 R UV/UX"" shows EPX as 1st limiter in W12/13, The user checks that the VGG used is fully utilized, but the RRS report shows that it still has excess. Pls help to check what the real limiter is for W12/Q13. Thanks."," the std item TIGER LAKE FC-BGA16F B-5 VXL-BOM H6 12 MB_Child1 is not valid one in some of the VGGs, asked user to change std item."
116466,Version # (if applicable): 36682 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Problem Description: There are no Site response available in the version after VGG generation and run Final response solve. Please help us to check ASAP,There are no Site response available in the version after VGG generation and run Final response solve. Please help us to check ASAP, user was running wrong solve.
116470,Version # (if applicable): 36654 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): GPU: ACM Auto Si Problem Description: Solve Failed after set Captarget/strategy 6 for GPU: ACM Auto Si,Solve Failed after set Captarget/strategy 6 for GPU: ACM Auto Si," PSI ratio zero caused trade ratio zero, user need to update."
116471,"Version # (if applicable): V36694 IsScrapBin (please indicate for FSA issue): Version run for Cap target. When open the RSS report Parameter Cap target.. I cannot see the requirement only for FP 810 Finish -Required in W17.. Not sure is due to the Cap target qty 4unit, system roundup then become zero. Need to confirm Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",, The total cap target value is 0.000224881 too small and hence have 0 in report. User confirm to close the ticket.
116489,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Request Item Mapping Item(s)/ItemGroup(s)/Location(s): Client,Desktop,RPL S 6+0+1,MOR,TBD,6,1700,FC-LGA,18,MB,45x37.5,Raptorlake S 6+0+1,REV,C,H,S::241338 Problem Description: Please help to check when this VG item is expired",Please help to check when this VG item is expired, the vg item expired on 23-02-2025
116490,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Request Item Mapping & Data Fallout Capacity Report Item(s)/ItemGroup(s)/Location(s): Client,Desktop,RPL S 6+0+1,MOR,TBD,6,1700,FC-LGA,18,MB,45x37.5,Raptorlake S 6+0+1,REV,C,H,S::243688; Location: CD6 Problem Description: There is request item mapped into expired VG item but Fall out report did not flag the issue",There is request item mapped into expired VG item but Fall out report did not flag the issue, We changed the data source to DataDSMappingOFGItemGroupVanguardItemGroups which this table consists all the vanguard item and req items mappings (expired and non-expired)
116499,"Version # (if applicable): V36707 IsScrapBin (please indicate for FSA issue): This version running EC solve FP 82 Finish - miss the TEST_FUSE operation requirement, i seeing EUPH and runrate have FP 81 Assy-Test -TEST_AHMT should have requirement in W19 and W21 but i dont see Report/UI: Resource Requirement Summary Report (All) Item(s)/ItemGroup(s)/Location(s): PG8 Problem Description:",, HXVab_FP81 missing TEST_FUSE due to the operation not maintain under the conv group FP 81 Assy-Test -TEST_AHMT requirement W17 - W21 system still got constrain just not able to see due to the tool req/vol too small
116518,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Load Data Item(s)/ItemGroup(s)/Location(s): Problem Description: CIP failed for PGAT,CIP failed for PGAT,"Root Cause: Active child PsiCapGroup present for PsiCapGroupGroup. Once PsiCapGroup is mapped to PsiCapGroupGroup, child PsiCapGroups should be inactive. Solution: Child PsiCapGroup deactivated. CIP completed successfully for PG8."
116519,Version # (if applicable): IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Error popped up as per attachment when trying to launch Version Management -> Version Maintenance. Please help to check on the issue.,Error popped up as per attachment when trying to launch Version Management -> Version Maintenance. Please help to check on the issue., Error due to language setting Issue solved after display language changed.
116525,Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Capacity Group Mapping UI Item(s)/ItemGroup(s)/Location(s): Problem Description: PGG_HDM_TIU-ITEMS SDM18/48 item is not reflected in Capacity Group Mapping UI after CIP complete. PGG_HDM_TIU-ITEMS SDM18/48 is active in PSI Cap Group Mapping UI,PGG_HDM_TIU-ITEMS SDM18/48 item is not reflected in Capacity Group Mapping UI after CIP complete. PGG_HDM_TIU-ITEMS SDM18/48 is active in PSI Cap Group Mapping UI, Some dimension data not created for this VGG Cap Group in data Input parameter table
116537,Version # (if applicable): 36761 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Problem Description: Solve Failed,Solve Failed,"Nominal hour for all prod in ww14 is 0.01, but FALCON MESA-8 FC-BGA17N A-7 BAB-BOM T5 - - have high sitesplit ww14 which is in frozen horizon. user can either update nominal hour or remove the sitesplit."
116549,"Version # (if applicable): 36765 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Capacity Item(s)/ItemGroup(s)/Location(s): Problem Description: Run solve version, then copy Cap Used VGG to XTO same version, do mass maintenance, Cap Used is not reflected for unfrozen week across horizon then cause total Cap Used (with trade ratio) become less and not follow expected number. Please help to check","Run solve version, then copy Cap Used VGG to XTO same version, do mass maintenance, Cap Used is not reflected for unfrozen week across horizon then cause total Cap Used (with trade ratio) become less and not follow expected number. Please help to check", APN41 test is strategy 5 and cap target zero. User will change and rerun.
116550,"Version # (if applicable):36183 IsScrapBin (please indicate for FSA issue): During Jan'25 CR, GNR 11 SWS LCC has DLCP% in DLCP: ADA only but when check data in VG, seeing DLCP%  125% , where 25% DLCP from NCSE1. Question is where this 25% DLCP data from since ATMPS is 0 on NCSE1 Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",, We extended the NCSE dlcp assumption horizon weeks to same as upstream source (till max work week)
116585,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Vanguard Mapping Maintenance > Parameter: VanguardOperationVolumeGrp Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: User trying to rename on the vanguard grouping, but system unable to capture the changes. User try to rename the ""DEN"" to ""DENVERTON-AD"" for few times, it still not able to reflect the changes.","User trying to rename on the vanguard grouping, but system unable to capture the changes. User try to rename the ""DEN"" to ""DENVERTON-AD"" for few times, it still not able to reflect the changes.", Fix the update group name part
116586,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: VanGuard to ATMPS , TDI structure missing (UI:capacity resource Config parameter) . PSIG EE time structure Missing (UI:capacity resource config description parameter)","VanGuard to ATMPS , TDI structure missing (UI:capacity resource Config parameter) . PSIG EE time structure Missing (UI:capacity resource config description parameter)", The mentioned tdi that is associated with the respective resources is missing the vg mapping User did the mapping and the tdi is reflecting now.
116589,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Cannot see the Vanguard item FP880 in the UI Request item Mapping Need help to check itemName 41028, Parent MOR: 40951 why cannot pull shown in UI Request item Mapping Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",,". - Hi Chee Haw Teoh, After VG Load Process, Now we can able to see the FP880 Vanguard item. Kindly help us to check. Thanks, Thiru. - User checked and confirmed that issue is fixed."
116600,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): In the Capacity Group Mapping (VGG) PG8_xTO_FP_HMVbb -> Vanguard item FP 880 Assy-Test, FP 880 Finish not able to save PG8_xTO_FP_TSXb -> Dont have Vanguard item of FP 880 Assy-Test PG8_xTO_FP_HXVab -> Vanguard item FP 880 Assy-Test, FP 880 Finish not able to save Report/UI: Item(s)/ItemGroup(s)/Location(s): PG8 Problem Description:",, Save issue fixed in the Sql procedure.
116611,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: ICS VanGuard TDI disappeared for MTL U281/H682/ARL U EGDI , HXVaf .","ICS VanGuard TDI disappeared for MTL U281/H682/ARL U EGDI , HXVaf .", The TDIs are expired Escalated to ICS Team to check further
116626,"Version # (if applicable): 36821 IsScrapBin (please indicate for FSA issue): Report/UI: Site Split Item(s)/ItemGroup(s)/Location(s): Broadwell DE -8 Problem Description: In Master version#36821, BDW DE-8 Site Split value not follow request for Non-FH week w19 and w22) . PO already manally changed this value to match with request for Non-FH week.","In Master version#36821, BDW DE-8 Site Split value not follow request for Non-FH week w19 and w22) . PO already manally changed this value to match with request for Non-FH week.","  Reran solve by copying v36821 to v36867 without any changes, result looks good and site split exactly followed the request in non frozen horizon, so we are unable to reproduce the issue, advise to keep monitoring in next cycle."
116628,Version # (if applicable): V36834 IsScrapBin (please indicate for FSA issue): 1st issue: FP 810 Assy- Test dont have PC 2rd issue: FP 810 Finish got some PC but don't have requirement 3rd issue: HMVbb_FP810 look like this constrain group didnot work Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Running S6 for FP 810 assy -test but no PC come out. Checked that is no limiter shown for the unused report and limiter chart.,Running S6 for FP 810 assy -test but no PC come out. Checked that is no limiter shown for the unused report and limiter chart.," 1. FP 810 assy-test have 3 test operations and they belong to 2 conversion groups for HMV and HXV, but the psicapgroup HDM_TIU_ITEMS_FPK 81 can only support up to 1 tool, so solver only build 1 tool for HXV (FP810 finish & FP 81 test). 2. For tool req for FP 810 finish, I guess it's because tool req too small to show up in UI. e.g. in ww22 PC 0.022, test_QA runrate is 107, tool req only 0.0002, test_fuse will be even smaller."
116672,Version # (if applicable): 36869 IsScrapBin (please indicate for FSA issue): Report/UI: limiter chart by VGG Report Item(s)/ItemGroup(s)/Location(s): Problem Description: PC not reflected across to DHL with Denverton C-step prd,PC not reflected across to DHL with Denverton C-step prd," LCB_BIB_DHL inventory is 21 but PSI ration is 32, solver at least need 32 to support 1 main tool."
116678,"Version # (if applicable): V36775 IsScrapBin (please indicate for FSA issue): This Version in EC Solve. W15 AVT Capacity target having the 3.873ku (in Capacity Group Location parameters), but i dont see the tool requirement for the Resourcename ""CXTdc"" in W15 Resoucre Requirement Summary Report(All). Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:",,"it has cap target in ww15, but assy TPT is 1 and ww14 nominal hour is zero, so solver zero out the cap target when running EC solve."
116699,Version # (if applicable):36884 IsScrapBin (please indicate for FSA issue): Report/UI: VGG Capacity Group Trade Ratio Item(s)/ItemGroup(s)/Location(s): Problem Description: Need help to check SUNDANCE MESA-4 FCBGA17AH B-0 DBE-BOM 28 - - missing.,Need help to check SUNDANCE MESA-4 FCBGA17AH B-0 DBE-BOM 28 - - missing.,There is no XTO mapping present for this Itemgroup (SUNDANCE MESA-4 FCBGA17AH B-0 DBE-BOM 28 - -). Request Item Mapping need to be maintained from given Request Item - VG - XTO. User requested for Pool closure.
116710,"Version # (if applicable): 36897 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Solve failed, version is from C2C","Solve failed, version is from C2C"," Solve fail because some PSIcapgroups are inactive but the related VGGs are active. This might be caused by user copied vgg from other version. Use latest C2C version, the data looks ok and solve completed."
116712,Version # (if applicable): 36842 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Solve has been stuck several times Problem Description:,," The solve hang mainly because CTO prod pull in window constraint, as you lock all prod with cap target. now I relax the pull in window and solve run completed in copied version 36912. User checked the results look ok."
116750,"Version # (if applicable):Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Data Fallout Capacity Report Item(s)/ItemGroup(s)/Location(s): Problem Description: Not able to pull the fallout report with error as attached, please help to check on this.","Not able to pull the fallout report with error as attached, please help to check on this.",Code changes done to handle reported issue. Report generated successfully. User confirmed for pool closure.
116764,Version # (if applicable): V36961 IsScrapBin (please indicate for FSA issue): VGG solve fail Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," Solver failed because of trade ratio zero as below PSICapGroup is invalid. SAPPHIRE RAPIDS FC-LGA16A E-5 MXR-BOM M8 112 MB_Child1 PG8_VGG_HDB_BIB_SPR SP XCC_BURNIN User turned off above PSICapGroup and reran solve, run solve is successful."
116776,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Missing Cap Group (STH_MB_INTEG_CFL H62) in PSI Cap Group Mapping, however, this CapGroup shows in Capacity Group Mapping (VGG)","Missing Cap Group (STH_MB_INTEG_CFL H62) in PSI Cap Group Mapping, however, this CapGroup shows in Capacity Group Mapping (VGG)"," ACTR not having data for TDI, TDI data with AggregateToolQualificationMatrixId 84463,84464 was last updated on 3August2016 in VG. We re load the old data from VG, inform user to do the CIP to get the data in staging"
116777,"Version # (if applicable): 36959 (Master version) IsScrapBin (please indicate for FSA issue): Report/UI: Site cap qual UI Item(s)/ItemGroup(s)/Location(s): km5 Problem Description: When load site cap qual UI, there is alot VF products but park under KM5 building even though we didnt map them, please help us to check , thanks","When load site cap qual UI, there is alot VF products but park under KM5 building even though we didnt map them, please help us to check , thanks",Root cause for this issue is ATCR sending RTF records with all locations for 0 quantity. So when latest IDP data pulled data received Test_Cmt as 0 for all locations. Hence in SiteCapQual UI Apollonia is showing as capable for all locations. Suggestion: Please qualify itemgroup for correct locations only. This RTF publish issue is fixed already and data will be corrected after latest publish.
116786,Version # (if applicable): V36975 IsScrapBin (please indicate for FSA issue): FP810 Assy Test S6 in Q4.. Cannot response no limiter found. Need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,,"Constraint by HXVaa main tool. since this conversion group require entire tool, there is no enough tool to meet both 1 tool req and conversion loss from previous week. only ww51 has 10 cell pairs excess but ww52 nominal hour is zero."
116789,"Version # (if applicable): V36894 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Run solve failed for what if solve with the solver parameter flags on ""Follow DLCP Assumptions"", ""IE_BP SOlve"" and ""WIF_Max Capacity Solve"". Please help to check.","Run solve failed for what if solve with the solver parameter flags on ""Follow DLCP Assumptions"", ""IE_BP SOlve"" and ""WIF_Max Capacity Solve"". Please help to check."," user cancelled solve, rerun solve successful."
116796,Version # (if applicable): 36994 and 37003 Report/UI: Site Split and Management summary report Item(s)/ItemGroup(s)/Location(s): All Problem Description: item group names are mapped to all sites rather than only specific site that run such item group names.,item group names are mapped to all sites rather than only specific site that run such item group names.," Management Summary report is fixed. Site Split UI - Mount Evans only runs in KM5 but the systems load's for CD6, CH4, CR, PG8, SS as well although site split in those sites is 0, since it is capable for all locations. See attached"
116797,"Version # (if applicable): May SDA Master Version: 36994 IsScrapBin (please indicate for FSA issue): Report/UI: Site Split UI Item(s)/ItemGroup(s)/Location(s): FCLGA16A_SAPPHIRE RAPIDS XCC_L_SRV Problem Description: Updated in Data Prep Version: 36964 with zero ""site split target"" in ww21. not sure why site split output got 20.337ku in ww21 which is not valid qty as CD no loading until Jul'25.","Updated in Data Prep Version: 36964 with zero ""site split target"" in ww21. not sure why site split output got 20.337ku in ww21 which is not valid qty as CD no loading until Jul'25."," The request item SAPPHIRE RAPIDS FC-LGA16A E-5 MXR-BOM M8 112 MB_Child2 have different frozen horizon, CR/PG is 5 weeks(3 frozen + 2 buffer) and CD is 4 weeks (2 frozen + 2 buffer), so all the delta between request# and previouscommit# in frozen period was carried over to ww21 and only CD6 can build, other 2 factories still in frozen period for ww21. The frozen target is not a hard rule in solver, so it still can build in CD6 ww21 to meet May request number. In this case, you can ask IEs to maintain same frozen horizon, or you can unqual CD6 until it can build."
116798,"Version # (if applicable): V37003 IsScrapBin (please indicate for FSA issue): Report/UI: management Summary Report UI Item(s)/ItemGroup(s)/Location(s): Problem Description: When filter Location CD6 , the reports still pull out all site products information . Pls check Filter Function","When filter Location CD6 , the reports still pull out all site products information . Pls check Filter Function", Management Summary report is fixed.
116802,Version # (if applicable): 37017 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: WIF Run solve fail. please help,WIF Run solve fail. please help,There is cap target on GNR-AP UCC 1S and GNR-AP UCC but related request items are not qualified.
116805,"Version # (if applicable): 37019 IsScrapBin (please indicate for FSA issue): Report/UI: limiter chart by vgg report Item(s)/ItemGroup(s)/Location(s): ARL U281 PC Problem Description: ARL U281 PC shows zero for June and July, and first limiter at BALi, but BALi should not be first limiter since is fungible with BALg","ARL U281 PC shows zero for June and July, and first limiter at BALi, but BALi should not be first limiter since is fungible with BALg", Standard item ALDER LAKE FC-BGA16F R-3 ABL-BOM H6 12 MB_Child1 not having run rate due to dlcp data not available Change std item to to RAPTOR LAKE FC-BGA16F Q-2 BKL-BOM H6 12 MB_Child1 for CD6_VGG_BALg in wfds version - 5382
116808,Version # (if applicable): V37024 IsScrapBin (please indicate for FSA issue): PTL H484 12Xe FF W52 cannot response to Max Cap. No limiter found need help to check Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,, PG8_VGG_PEIa include manual operations but other manual tools not active. suggested user to uncheck all manual operation tools.
116813,"Version # (if applicable): V37020 IsScrapBin (please indicate for FSA issue): Report/UI: RRS (all ) , Limiter chart by VGG report Item(s)/ItemGroup(s)/Location(s): Problem Description: VGG PC no valid tool requirement . limiter identified as HXVaf while HXVab can absorb dual POR TR ( eg:RPL P282 can load to HXVab L2 and make sure single POR product fully utilize HXVaf )",VGG PC no valid tool requirement . limiter identified as HXVaf while HXVab can absorb dual POR TR ( eg:RPL P282 can load to HXVab L2 and make sure single POR product fully utilize HXVaf ), Standard item ALDER LAKE FC-BGA16F R-3 ABL-BOM H6 12 MB_Child1 not having run rate due to dlcp data not available Change std item to to RAPTOR LAKE FC-BGA16F Q-2 BKL-BOM H6 12 MB_Child1 for CD6_VGG_HXVab in wfds version - 5382
116817,Version # (if applicable): V37020 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart By VGG report Item(s)/ItemGroup(s)/Location(s): ADL PCH Problem Description: Limiter shows as L2 EPXr while VGGPC TR less than inventory,Limiter shows as L2 EPXr while VGGPC TR less than inventory," Checked trade ratio for CD6_VGG_EPXr , and no issue found . user update inputs , and regenerate VGG"
